artistName,trackName,msPlayed
Rick Ross,Hustlin',254093
T.I.,U Don't Know Me,243506
Playboi Carti,Lookin,183552
JID,Off Deez (with J. Cole),197677
JID,Off Deez (with J. Cole),15670
Gucci Mane,I Heard (feat. Rich Homie Quan),216613
M.C. Breed & DFC.,Ain't No Future In Yo' Frontin',242733
Pardison Fontaine,Backin' It Up (feat. Cardi B),190466
Ca$h Out,Ran Up A Check (feat. Lil Yachty),272382
Paul Wall,Hold It Diine 4 My City (feat. Scotty ATL & Propain),43527
Sheck Wes,Mindfucker,180800
BlocBoy JB,Hooray,128472
Gunna,Same Yung Nigga (feat. Playboi Carti),180934
OG Ron C,Blacktop (feat. Niddie Banga & Hardo) - Chopped Not Slopped,145453
Denzel Curry,AUTOMATIC,182520
Michael Jackson,Ain't No Sunshine,251640
YG,BULLETPROOF (feat. Jay 305),153706
Craig Xen,RUN IT BACK!,126798
Clipse,Grindin',264760
Project Pat,Chickenhead (feat. La Chat & Three 6 Mafia),255360
8Ball,Bring It Back,236853
K CAMP,Drop,168357
Korn,Here to Stay,270960
Buku,We Go,270000
NAV,Tap (feat. Meek Mill),148278
10k.Caash,SwajjurKicks (feat. Lil Yachty),102906
Bas,Fried Rice (with JID),175693
Swoope,Flex,178273
Quavo,PASS OUT (feat. 21 Savage),224903
DaBaby,Baby Sitter (feat. Offset),157693
Lil Gotit,Da Real HoodBabies (feat. Lil Baby) - Remix,174222
Key Glock,Russian Cream,142497
Pi’erre Bourne,Marie Curie,205301
Tee Grizzley,2 Vaults (feat. Lil Yachty),210000
Jay Lumen,Inside - Original Mix,407000
Warhol.SS,Layin Low,131657
Three 6 Mafia,Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),9450
The Moody Blues,Dear Diary,236693
Gramatik,Muy Tranquilo,233755
SAINt JHN,Surf Club,80305
King Combs,Love You Better (feat. Chris Brown),212727
Gucci Mane,Boy from the Block,257440
Dave East,Woke Up,192813
The Weeknd,Rolling Stone,10290
A$AP Mob,Coke and White Bitches,32076
The Weeknd,Rolling Stone,220520
Young Scooter,Columbia Remix (Dirty),310733
NAV,Habits,204363
R. Kelly,Supaman High,264106
Mint Condition,U Send Me Swingin',123322
Robin Thicke,I Need Love,295626
PA Sports,Kamagra,23914
B.o.B,4 Lit,203833
Tamia,Stranger in My House,285386
Monica,Before You Walk Out of My Life,292800
Baka Not Nice,30,192034
Future,Government Official,49215
DRAM,Gilligan,207800
Bullet For My Valentine,All These Things I Hate (Revolve Around Me),225440
Gorilla Zoe,Hood Nigga,185842
Disciples,They Don't Know - Justin Jay Remix,411703
Voodoo Glow Skulls,El Coo Cooi,157306
Quavo,FLIP THE SWITCH (feat. Drake),156195
Isaiah Rashad,Smile,203371
Broken Bells,Shelter,239010
Coldplay,The Scientist,309600
Linkin Park,One Step Closer - Live,253120
Lido,Money,287820
Led Zeppelin,For Your Life - Remastered,385080
Masego,Lavish Lullaby,197360
Justin Timberlake,Higher Higher,258506
The Zombies,Beechwood Park - Mono Version,163733
YG,666 (feat. YoungBoy Never Broke Again),279320
Quavo,CHAMPAGNE ROSÉ (feat. Madonna & Cardi B),246741
Céline Dion,Prayer,333760
Craig Xen,RUN IT BACK!,126798
Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),330783
A$AP Mob,RAF,226466
112,Pleasure & Pain,30106
112,Pleasure & Pain,256960
Boyz II Men,Please Don't Go,263880
Mariah Carey,I Still Believe,234933
Eliot Lipp,Getting' Money,206573
Fitz and The Tantrums,Don't Gotta Work It Out,249693
Crooked Colours,In Your Bones (Chiefs Remix),9311
"Crosby, Stills, Nash & Young",Deja Vu,252373
The Game,No More Fun And Games,157906
Elfenberg,Iago,504406
Rae Sremmurd,Throw Sum Mo,260453
Lorine Chia,Intergalactic Love (Interlude),298707
Chief Keef,Faneto,206654
Kenton Slash Demon,Sun,300496
Major Lazer,Get Free,289973
Lil Yachty,X Men,164268
Weezer,Can't Knock The Hustle,220999
Coldplay,Adventure of a Lifetime,263786
Wale,Bad (feat. Tiara Thomas),255693
Mello tha Guddamann,Trap Nap (feat. Gucci Mane),193175
Seandale,I Need It,282666
Gucci Mane,Money Piling,176240
Flipp Dinero,Leave Me Alone,195637
Sheck Wes,Mo Bamba,183906
Keyshia Cole,If I Fall In Love Again,209346
Yo Gotti,Juice,149241
Lil Yachty,NBAYOUNGBOAT,139845
Killing Joke,Requiem,1602
The Allman Brothers Band,Whipping Post (Live),229571
Pryda,Annexet,500196
Khan,Say Goodbye - Losoul »She's Homeless« Mix,431906
SoKool,Basel,433999
Santé,Need - Huxley Remix,336774
Amberoom,Kastell - Dixon Retouch,368733
PANTyRAiD,Too Fine To Do Time,306019
ME & her,Lost - Original Mix,303810
ME & her,Lost - Original Mix,163651
Chief Keef,Himalayas,216973
Henry Saiz,The Prophetess - Brian Cid Remix,500000
Lil Wayne,Don't Cry (feat. XXXTENTACION),249450
Henry Saiz,Fill Me Up - Essáy Remix,277685
Luca Ballerini,Amore & Psiche - Parte II - Eduardo De La Calle Remix,86693
Vic Mensa,Reverse (feat. G-Eazy),211893
Mariah Carey,Subtle Invitation,41888
Beastie Boys,Paul Revere,220914
Howard Shore,The Passing of the Elves,7962
Whodini,Freaks Come Out at Night,283226
Juelz Santana,There It Go (The Whistle Song),180493
Vince Staples,FUN!,171106
Metallica,Nothing Else Matters,388733
Smith,Baby It's You,207613
Lorene Drive,Hey Ya!,7877
Lil Uzi Vert,Sauce It Up,207038
Kid Ink,Big Deal,159893
Above & Beyond,Sticky Fingers (feat. Alex Vargas),209986
MadeinTYO,Ned Flanders (feat. A$AP Ferg),161013
Boosie Badazz,Give Me That (feat. Bun B) - Chopped & Screwed Version,283933
K.Flay,Bad Vibes,14607
Manuellsen,Chrome,173320
Denzel Curry,RICKY,147866
Ray jr.,Same Crew,212454
Howard Shore,Weathertop,134386
Travis Scott,YOSEMITE,27310
Travis Scott,CAN'T SAY,198408
Shingo Nakamura,Move On,523615
Chris Brown,Gimme That Remix featuring Lil' Wayne (feat. Lil' Wayne),237360
Gustavo Cerati,Perdonar Es Divino,317733
The Weeknd,Valerie,286680
The Flatliners,Calming Collection,16588
Jack Master,Bang the Box - Slam Remix,429700
Chance the Rapper,GRoCERIES,226845
21 Savage,good day,242447
Nelly Furtado,Te Busque - Full Spanish Version,218866
Machine Gun Kelly,Wild Boy,231373
Disturbed,Darkness,236600
Mariah Carey,I Wish You Knew,214906
Henry Saiz,Moonspell - Original Mix,467598
B.o.B,Strange Clouds (feat. Lil Wayne),226293
OG Ron C,If She Pay She Can Stay (feat. Niddie Banga & Baby Gas) - Chopped Not Slopped,188026
Pink Floyd,Any Colour You Like,206429
Daughtry,Breakdown,241441
Neil Young,Southern Man - 2009 Remaster,331173
Tony Dize,Permitame,185013
Wisin & Yandel,Mujeres In The Club,43504
KO,Just Take It,202245
112,Pleasure & Pain,256960
Boyz II Men,Please Don't Go,263880
Mariah Carey,I Still Believe,234933
Playboi Carti,Old Money,135547
Drake,Money In The Grave (Drake ft. Rick Ross),205427
Tory Lanez,Broke Leg (with Quavo & Tyga),165605
Kanye West,Every Hour,112239
Kanye West,Selah,164620
Kanye West,Follow God,104591
Kanye West,Closed On Sunday,151873
Kanye West,On God,136351
Kanye West,Everything We Need,116560
Kanye West,Water,168420
Kanye West,God Is,203141
Kanye West,Hands On,203174
Kanye West,Use This Gospel,43024
Iron Maiden,"Hallowed Be Thy Name - Live At Estadio Nacional, Santiago",448906
Backstreet Boys,Show Me the Meaning of Being Lonely,234960
Paul McCartney,Maybe I'm Amazed,231266
Eelke Kleijn,Maschine 2.0,279849
Lil Wayne,Mrs. Officer,286906
Akase,Rust - Midland Remix,412418
Lil Uzi Vert,Money Longer,198944
Seal,Fly Like an Eagle,254773
Visioneers,Ike's Mood I,70073
Boyz II Men,Please Don't Go,108288
Az Yet,Hard To Say I'm Sorry (feat. Peter Cetera),195693
Boyz II Men,Yesterday,188267
Art Department,Tell Me Why (Part I) - Original Mix,445893
&ME,One on One - Bedouin Remix,464368
Greg Paulus,Remo,368020
Seal,Fly Like an Eagle,254773
Mötley Crüe,Home Sweet Home,240933
Thin Lizzy,The Boys Are Back In Town,248229
Justin Timberlake,Morning Light,243040
Sia,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",187027
NLE Choppa,Shotta Flow,160013
Major Lazer,Get Free,289973
Lil Duval,"Smile (Living My Best Life) (feat. Snoop Dogg, Ball Greezy & Midnight Star)",214160
Quantic,Nuthin' But a G Thing (Dre en Cumbia),4856
Fabio Aurea,Yini - Frederick Stone Remix,211611
Little People,How to Navigate,345420
Frameworks,Kings,257967
Phaeleh,Journey,302537
Audio Dope,Park,204250
Dauwd,Kolido,411003
Prefuse 73,Basinskitarian,215348
Long Arm,Darkly,377872
TOKiMONSTA,Rose's Thorn,264733
Catching Flies,Satisfied,317177
Monomotion,Nevermore,228910
Polynation,Damp,454505
edapollo,Adam's Peak,264413
Affelaye,Morning Tremor,375929
Phaeleh,Inception,259760
Ital Tek,Violet,219333
Dibia$E,Cosignin,176053
Thrupence,Forest On The Sun,283206
Shlohmo,Rock Music,278644
Tipper,Dreamsters,329000
DJ Cam,Sunset Harbour,167412
Yppah,Coastal Cities,343349
Tycho,Epoch - Luttrell Remix,407370
Little People,Embrace,124954
trentemøller,Transformer Man,40681
Break Science,Reno,58607
Playboi Carti,Lookin,183552
JID,Off Deez (with J. Cole),213357
Gucci Mane,I Heard (feat. Rich Homie Quan),216613
Rae Sremmurd,Come Get Her,212946
T.I.,U Don't Know Me,55862
112,Pleasure & Pain,256960
Boyz II Men,Please Don't Go,263880
Mariah Carey,I Still Believe,234933
Jennifer Hudson,"Hallelujah - Duet Version / From ""Sing"" Original Motion Picture Soundtrack",98261
Grace VanderWaal,I Don't Know My Name,148840
The Beach Boys,Good Vibrations - Remastered,219026
Garfunkel and Oates,Everything Is Awesome (with Eban Schletter) - Tween Dream Remix,113242
Beyoncé,Love On Top,267413
Mary J. Blige,Real Love,124612
Big K.R.I.T.,Confetti,26470
Trouble,Come Thru (with Mike WiLL Made-It feat. The Weeknd),201686
Big K.R.I.T.,Confetti,25541
Trouble,Come Thru (with Mike WiLL Made-It feat. The Weeknd),338892
Playboi Carti,Old Money,196858
Playboi Carti,Home (KOD),340590
Backstreet Boys,Show Me the Meaning of Being Lonely,41192
Lil Uzi Vert,Early 20 Rager,279196
Three 6 Mafia,Slob On My Knob - Dragged & Chopped,160101
Korn,Here to Stay,78529
Korn,Freak On a Leash,134791
Korn,Got the Life,85147
Korn,Shoots and Ladders,121951
System Of A Down,Aerials,96757
Slipknot,Vermilion,204498
Atlantic Starr,Send For Me,320458
Saba,GPS,560
The Mars Volta,Multiple Spouse Wounds,46680
112,Pleasure & Pain,443315
Tamia,Stranger in My House,19922
Mariah Carey,Can't Let Go,244041
Tamia,Stranger in My House,372889
King Combs,Love You Better (feat. Chris Brown),204451
Sage The Gemini,Mack Down,174266
Young Money,Senile,198933
Migos,Handsome And Wealthy,210556
Sage The Gemini,Don't You,137946
A$AP Ferg,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",205642
Playboi Carti,Magnolia,181812
Three 6 Mafia,"Dis Bitch, Dat Hoe (feat. Ludacris & Crunchy Black)",90452
Project Pat,Chickenhead (feat. La Chat & Three 6 Mafia),185782
Tee Grizzley,2 Vaults (feat. Lil Yachty),270534
The Mars Volta,Wax Simulacra,173925
Red Hot Chili Peppers,Breaking the Girl,7297
Rage Against The Machine,Bulls On Parade,229466
Travis Porter,Bring It Back,52686
The Weeknd,Coming Down,295453
The Weeknd,Loft Music,363640
The Weeknd,The Knowing,340333
The Weeknd,Twenty Eight,258453
The Weeknd,Lonely Star,349213
The Weeknd,Life Of The Party,296226
The Weeknd,Thursday,320026
The Weeknd,The Zone,418506
The Weeknd,The Birds Pt. 1,214186
The Weeknd,The Birds Pt. 2,350640
The Weeknd,Gone,486773
The Weeknd,Rolling Stone,230546
The Weeknd,Heaven Or Las Vegas,353306
The Weeknd,Valerie,286680
The Weeknd,D.D.,275493
The Weeknd,Montreal,250520
The Weeknd,Outside,260093
The Weeknd,XO / The Host,443986
The Weeknd,Initiation,260693
The Weeknd,Same Old Song,312053
The Weeknd,The Fall,345160
The Weeknd,Next,360106
The Weeknd,Echoes Of Silence,43258
Dru Hill,Beauty,272560
Kodak Black,Codeine Dreaming (feat. Lil Wayne),32453
OG Ron C,Ricky (feat. Niddie Banga & Darkskin) - Chopped Not Slopped,0
The Smashing Pumpkins,Today - Remastered,0
Borgore,That Lean (feat. Carnage & Dev),2530
Joywave,Destruction,3088
Paul Oakenfold,Deep Space,5503
Pete Rock & C.L. Smooth,They Reminisce Over You (T.R.O.Y.),46
Kendrick Lamar,Money Trees,278
Key Glock,Orville Redenbacher,812
Solange,Almeda,1300
Bedouin,Sight,12678
Marc Anthony,Hasta Ayer,298389
Pavle Dejanic,Počeo je kraj,0
Mariah Carey,Mine Again,0
Erykah Badu,On & On,116
Howard Shore,"Caras Galadhon / ""Lament for Gandalf"" (feat. Elizabeth Fraser)",905
Kris Kristofferson,"The Pilgrim, Chapter 33",7423
A$AP Rocky,OG Beeper,155893
Mariah Carey,Breakdown (feat. Krayzie Bone & Wish Bone),603
SWV,Use Your Heart,1439
Dusky,Infinite Libido - Original Mix,7848
Gucci Mane,1st Day out Tha Feds,184400
Rich The Kid,Plug Walk,0
Tenacious D,Tribute,580
Tenacious D,Tribute,171832
Rich The Kid,Plug Walk,175229
SuperVision,Ancient Souls,238589
The Weeknd,Thursday,1962
The Weeknd,Thursday,320026
The Weeknd,The Zone,418506
The Weeknd,The Birds Pt. 1,134653
The Weeknd,The Birds Pt. 2,350640
The Weeknd,Gone,486773
The Weeknd,Rolling Stone,230546
The Weeknd,Heaven Or Las Vegas,353306
The Weeknd,Valerie,462156
The Weeknd,D.D.,275493
The Weeknd,Montreal,250520
The Weeknd,Outside,260093
The Weeknd,XO / The Host,443986
The Weeknd,Initiation,260693
The Weeknd,Same Old Song,122656
Dru Hill,These Are The Times,17851
Dru Hill,Beauty,792013
Al B. Sure!,Right Now,628305
Zhané,Sending My Love,85124
The-Dream,My Love,3250
Mariah Carey,Alone In Love,371635
The-Dream,My Love,4806
Mariah Carey,Alone In Love,37035
The-Dream,My Love,5387
Mariah Carey,Alone In Love,152880
The-Dream,My Love,4318
Mariah Carey,Alone In Love,239769
The-Dream,My Love,4620
Mariah Carey,Alone In Love,492025
The Weeknd,The Morning,312426
The Weeknd,The Party & The After Party,1184
The Weeknd,Wicked Games,95013
The Weeknd,Coming Down,195233
Art Department,Without You - Extended 12- mix,715522
Loose Ends,Slow Down,854447
Three 6 Mafia,Slob On My Knob - Dragged & Chopped,142616
Eliot Lipp,Tides,14575
Disciples,They Don't Know - Justin Jay Remix,17507
Three 6 Mafia,Slob On My Knob - Dragged & Chopped,180506
Lido,Money,115310
MadeinTYO,Skateboard P (feat. Big Sean),161425
MadeinTYO,Skateboard P (feat. Big Sean),170388
One Chance,U Can't,93901
Eagles,I Can't Tell You Why - 2013 Remaster,201409
Guy Gerber,What To Do - &ME Remix,416844
YG,BULLETPROOF (feat. Jay 305),141084
Neil Young,Southern Man,279684
Chase & Status,Embrace,29663
Gucci Mane,St. Brick Intro,145146
Johnny Gill,Lady Dujour,355800
Atlantic Starr,Send For Me,462849
Gramatik,Afternoon Soul,54906
Undercatt,Camargo,449559
Shawty Lo,Foolish,47892
Slipknot,Before I Forget,278600
Axwell,Leave The World Behind - Radio Edit,161718
Kanye West,Can't Tell Me Nothing,271600
Lido,Money,287820
The Mars Volta,Wax Simulacra,158760
Gramatik,Day of the So Called Glory,24880
Guy Gerber,What To Do - &ME Remix,504590
The Weeknd,Thursday,625229
The Weeknd,The Zone,418431
The Weeknd,The Fall,3185
The Weeknd,XO / The Host,3677
The Weeknd,The Birds Pt. 1,33089
The Weeknd,Valerie,47988
The Weeknd,Starboy,140326
The Weeknd,Acquainted,90688
112,Pleasure & Pain,352654
Boyz II Men,Please Don't Go,263686
Mariah Carey,I Still Believe,234931
112,Pleasure & Pain,4492
Mariah Carey,I Still Believe,50844
Al B. Sure!,Right Now,388786
Al B. Sure!,Just a Taste of Lovin',260074
Al B. Sure!,Noche Y Dia,22630
MadeinTYO,Skateboard P (feat. Big Sean),663486
Future,I'm so Groovy,17856
Yo Gotti,My Fans,20276
Yo Gotti,Got Dem Racks,219167
Playboi Carti,Old Money,197416
Playboi Carti,R.I.P. Fredo (feat. Young Nudy) - Notice Me,4388
Playboi Carti,Lean 4 Real (feat. Skepta),12956
Playboi Carti,Home (KOD),1103950
Playboi Carti,R.I.P.,192026
Playboi Carti,Lean 4 Real (feat. Skepta),177026
Playboi Carti,Old Money,118797
Playboi Carti,Lean 4 Real (feat. Skepta),177026
Playboi Carti,Old Money,135546
Playboi Carti,Love Hurts (feat. Travis Scott),180560
Playboi Carti,Shoota (feat. Lil Uzi Vert),33030
Playboi Carti,Right Now (feat. Pi'erre Bourne),207013
Playboi Carti,Poke It Out (with Nicki Minaj),269813
Playboi Carti,Home (KOD),162133
Playboi Carti,Fell In Luv (feat. Bryson Tiller),206333
Playboi Carti,Foreign,142893
Playboi Carti,Pull Up,216400
Playboi Carti,Mileage (feat. Chief Keef),149760
Playboi Carti,FlatBed Freestyle,193973
Playboi Carti,No Time (feat. Gunna),219453
Playboi Carti,Middle Of The Summer (feat. Red Coldhearted),137026
Playboi Carti,Choppa Won't Miss (feat. Young Thug),217960
Playboi Carti,R.I.P. Fredo (feat. Young Nudy) - Notice Me,161200
Playboi Carti,Top (feat. Pi'erre Bourne),133013
Playboi Carti,Top (feat. Pi'erre Bourne),133013
Kodak Black,Pimpin Ain't Eazy,177000
Trippie Redd,1400 / 999 Freestyle,175954
Huncho Jack,Saint,140792
Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",265120
21 Savage,1.5,148655
Quavo,LOSE IT (feat. Lil Baby),237654
Gunna,Sold Out Dates (feat. Lil Baby),166368
Playboi Carti,Had 2,139278
Metro Boomin,Overdue (with Travis Scott),166093
Trippie Redd,Shake It Up,116680
NAV,Tap (feat. Meek Mill),148278
Takeoff,Last Memory,162132
Playboi Carti,Magnolia,181812
03 Greedo,Trap House (feat. Shoreline Mafia),221395
Lil Uzi Vert,Erase Your Social,199993
Sheck Wes,YKTS,194816
Kodak Black,Calling My Spirit,152000
Metro Boomin,10 Freaky Girls (with 21 Savage),208293
Huncho Jack,Motorcycle Patches,191409
Playboi Carti,wokeuplikethis*,235535
Quavo,FLIP THE SWITCH (feat. Drake),156195
Lil Uzi Vert,20 Min,220586
Sheck Wes,Live Sheck Wes,147346
Playboi Carti,Shoota (feat. Lil Uzi Vert),153800
Metro Boomin,No Complaints (feat. Offset & Drake) (Bonus),265480
Chief Keef,Faneto,206654
Kodak Black,ZEZE (feat. Travis Scott & Offset),228759
21 Savage,a lot,288624
Lil Yachty,NBAYOUNGBOAT,139845
Lil Uzi Vert,Sauce It Up,207038
Playboi Carti,Middle Of The Summer (feat. Red Coldhearted),137026
Don Toliver,No Idea,153750
Gunna,Baby Birkin,181948
Metro Boomin,Don't Come Out The House (with 21 Savage),168346
Playboi Carti,Location,168783
Lil Uzi Vert,That's a Rack,236571
Kodak Black,"If I'm Lyin', I'm Flyin'",130929
Shoreline Mafia,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",174335
Playboi Carti,Lean 4 Real (feat. Skepta),177026
Quavo,WORKIN ME,169620
Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid),230240
NAV,Some Way,179773
Comethazine,Let It Eat (feat. Ugly God),87313
Playboi Carti,Foreign,142893
21 Savage,Immortal,254723
Gunna,Top Off,197420
A$AP Mob,RAF,255413
Trippie Redd,Love Scars,143969
Lil Yachty,One Night,243269
Playboi Carti,Flex,240459
Shoreline Mafia,Pressure (feat. OhGeesy & Fenix Flexin),164400
Metro Boomin,Space Cadet (feat. Gunna),203266
21 Savage,My Choppa Hate Niggas,148640
Quavo,PASS OUT (feat. 21 Savage),90207
Future,Undefeated (feat. Lil Keed),156306
AZIMUTE,The Secret - Cristi Cons Remix,694190
Victor Ruiz,Serpens,3949
Timbaland,Bombay,211685
Timbaland,Bombay,174944
Victor Ruiz,Serpens,89939
Kid Ink,Big Deal,233638
Fabio Aurea,Yini - Frederick Stone Remix,448690
Audio Dope,Park,204183
Catching Flies,Satisfied,317188
Sage The Gemini,Don't You,137941
Playboi Carti,Location,2190
Playboi Carti,Magnolia,181765
Playboi Carti,Lookin,183354
Playboi Carti,wokeuplikethis*,235414
Playboi Carti,Let It Go,149945
Playboi Carti,Half & Half,226943
Playboi Carti,New Choppa,125944
Playboi Carti,Other Shit,168694
Playboi Carti,dothatshit!,12462
Playboi Carti,NO. 9,199181
Tides Of Man,Contents Within,366189
"Tyler, The Creator",Garbage,208435
Omar S,S.E.X - C.G.P (Conant Gardens Posse) Remix,259939
Rodrigo y Gabriela,Orion - Live,182020
Loose Ends,Slow Down,586367
Mariah Carey,Alone In Love,251185
Jessica Blue,The Dark Of Light - Club Mix,13190
Mariah Carey,Alone In Love,282574
Jessica Blue,The Dark Of Light - Club Mix,37184
Mariah Carey,Alone In Love,251183
Jessica Blue,The Dark Of Light - Club Mix,369941
Dizharmonia,Karteria,100692
Loose Ends,Slow Down,303198
Mariah Carey,Alone In Love,251190
Jessica Blue,The Dark Of Light - Club Mix,369942
Dizharmonia,Karteria,14723
Mariah Carey,Alone In Love,251186
Jessica Blue,The Dark Of Light - Club Mix,369948
Dizharmonia,Karteria,97325
The Weeknd,The Birds Pt. 2,522295
The Weeknd,Gone,486773
The Weeknd,Rolling Stone,230546
The Weeknd,Heaven Or Las Vegas,353306
The Weeknd,Valerie,130532
G Herbo,Everything,118770
Travis Scott,BUTTERFLY EFFECT,133236
Travis Porter,Aww Yea,19435
Travis Porter,Bring It Back,217906
Lil Ru,The Nasty Song,46927
Metronomy,The Bay - Erol Alkan's Extended Rework,31347
ScHoolboy Q,Numb Numb Juice,107146
Soulja Boy,Booty Got Swag,186613
Jessi Colter,Why You Been Gone so Long,1207
The Monkees,Daydream Believer,4179
Avenged Sevenfold,I Won't See You Tonight Part 2,4690
Migos,Top Down On Da NAWF,36192
Young Dolph,But I'm Bulletproof,33436
IDK,Digital,202577
Daryl Hall & John Oates,I Can't Go for That (No Can Do) - Pomo Remix,1811
Yoni Yarchi,In Another Dimension - Powel Remix,5085
21 Savage,can't leave without it,35855
Dae Dae,Spend It,0
Willie Colón,Calle Luna Calle Sol,3622
Undercatt,Coral - Original Mix,438578
Alexisonfire,The Northern,237749
Alexisonfire,Born and Raised,0
Nick Monaco,Give It Right,364549
Tompall Glaser,I Ain't Looking for the Answers Anymore,0
Unk,Bring It Back,0
Howard Shore,The Great Eye,0
Alien Ant Farm,Smooth Criminal,0
Jairzinho,"Paperchase (feat. Juicc, Sevn Alias, Jason Futuristic & BKO)",301
Flo Rida,Don't Know How to Act (feat. Yung Joc),696
BKO,In m'n kop (feat. Sevn Alias & Jairzinho),1068
KIDS SEE GHOSTS,4th Dimension,1068
Trickski,Good Time to Pray - Tom Trago MFB-522 Remix,124798
Chaim,Ur Around Me,432671
Metro Boomin,10 Freaky Girls (with 21 Savage),1532
OG Ron C,Stay High (feat. B Real & Niddie Banga) - Chopped Not Slopped,13672
Metro Boomin,Don't Come Out The House (with 21 Savage),168346
Mariah Carey,To The Floor,5953
Pearl Jam,Black,0
Akon,Never Took The Time,162
Disturbed,The Best Ones Lie,325
Mariah Carey,The Wind,998
Morgan Page,The Longest Road - deadmau5 Remix Edit,1277
Gramatik,Liquified,106509
Clay Aiken,Don't Save It All For Christmas Day,0
Howling,Phases,0
Yo Gotti,Fuck You (feat. Meek Mill),0
Marcia Ball,Leaving Louisiana In the Broad Daylight,0
03 Greedo,Fortnite,0
Lil Wayne,Let It Fly (feat. Travis Scott),0
Monchy & Alexandra,No Es una Novela,0
Mötley Crüe,Home Sweet Home,0
Joeski,Mind Body Soul,0
Boosie Badazz,Watch My Shoes (feat. 3 Deep),0
Roberta Flack,Feel Like Makin' Love,0
Avenged Sevenfold,Clairvoyant Disease,0
Evanescence,Bring Me To Life,0
Elvis Crespo,Luna Llena,0
Yassin,Abendland,0
Lloyd,Get It Shawty - Main,69
Howard Shore,A Shortcut to Mushrooms,139
Ludacris,Blueberry Yum Yum,464
Howard Shore,Give Up the Halfling,580
The Sugarhill Gang,Rapper's Delight,650
Drake,Money In The Grave (Drake ft. Rick Ross),882
The Mamas & The Papas,Dancing Bear,1137
PANTyRAiD,Sixteen & Free,1323
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),1648
Drake,Nonstop,447216
The Mars Volta,Con Safo,0
Kendrick Lamar,"Sing About Me, I'm Dying Of Thirst",0
Kendrick Lamar,Poetic Justice,46
Chief Keef,Kills,0
Three Dog Night,One,0
Migos,Beast,185
Led Zeppelin,Immigrant Song - Remaster,325
Cirez D,On Off,417
Salvy And Giuly,Stop The World,580
Eli & Fur,Night Blooming Jasmine - Rodriguez Jr. Remix Edit,696
Enrico Sangiuliano,Hidden T,835
Big Sean,No Favors,1091
Linkin Park,Lying from You,1184
Offset,Ric Flair Drip (& Metro Boomin),157802
Emmylou Harris,Easy from Now On - Remastered,0
Knife Party,Rage Valley,0
Gunna,Vibes In LA,0
Daddy Yankee,Noche De Entierro (Nuestro Amor),0
Amy Winehouse,Back To Black,69
Muovo,Clap Your Hands - Tapesh Remix,92
Nas,Oochie Wally - Remix,116
Boyz II Men,Lonely Heart,789
The Pharcyde,Runnin',1950
Bun B,You're Everything,2020
CHIC,I Want Your Love - 2018 Remaster,1300897
The Flatliners,Shithawks,0
Project Pat,Ballers (feat. Gangsta Boo),325
The Offspring,Come Out And Play (Keep 'Em Separated) - Live,2414
The Beatles,Because,17066
Johnny Gill,Rub You The Right Way,441
21 Savage,monster,1207
Mariah Carey,Prisoner,2414
Wisin & Yandel,Encendío,377695
Purple Disco Machine,Love for Days - Kenny Dope Remix,1044
Nick Monaco,5 Feet - Original Mix,1811
Diddy - Dirty Money,Angels - Remix,2066
Ghostland Observatory,Midnight Voyage,10565
Eliot Lipp,Getting' Money,109807
Georges Bizet,Farandole,0
Yuksek,Icare - Yuksek Remix,0
The Flatliners,Count Your Bruises,0
Migos,MotorSport,626
Lil Uzi Vert,Neon Guts (feat. Pharrell Williams),0
Howard Shore,The Passing of the Elves,0
T.I.,Rubber Band Man,0
Andy Stott,Forgotten,0
Khruangbin,Master of Life,0
The Beatles,Octopus's Garden - Remastered 2009,162
Disturbed,Are You Ready,255
Waylon Jennings,Are You Sure Hank Done It This Way,371
Paul Wall,Sittin' Sidewayz (feat. Big Pokey),371
Migos,Kelly Price (feat. Travis Scott),417
Foals,Sunday,650
Commander Cody and His Lost Planet Airmen,Too Much Fun - Live,650
DJ Antoine,I Love Your Smile - Dizkodude Original Extended Mix,3482
Dillon Francis,Ven,3909
Naden,Waves,6640
Amber,Sexual (Li Da Di) - Thunderpuss Remix,196930
Michael Jackson,The Lady in My Life,0
OJ Da Juiceman,Coke Can,0
NERO,My Eyes,0
The Flatliners,Filthy Habits,0
Marc Anthony,Y Sigues Siendo Tu,0
Kodak Black,ZEZE (feat. Travis Scott & Offset),0
The Beatles,Her Majesty - Remastered 2009,0
Vic Mensa,Dark Things,0
The Flatliners,New Years,0
Soulja Boy,Let Me Get Em,0
SAINt JHN,Surf Club,0
The Libertines,Narcissist,0
Mariah Carey,Love Takes Time,0
Limp Bizkit,Nookie,0
Gucci Mane,Photoshoot,0
Noah Kahan,Mess,0
Shoreline Mafia,Occupied (feat. Rob Vicious & Fenix Flexin),0
Sven Van Hees,The Sun Goes Down,325
