danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.697,0.663,10,-6.0,0,0.0512,0.154,0.0,0.282,0.548,134.108,audio_features,3hrOvNITonGR2U41YUfaPW,spotify:track:3hrOvNITonGR2U41YUfaPW,https://api.spotify.com/v1/tracks/3hrOvNITonGR2U41YUfaPW,https://api.spotify.com/v1/audio-analysis/3hrOvNITonGR2U41YUfaPW,205027,4
0.84,0.567,1,-8.285,0,0.179,0.0721,0.0,0.0727,0.21,109.942,audio_features,4uoMUtCZqzBMpxocrI3EI7,spotify:track:4uoMUtCZqzBMpxocrI3EI7,https://api.spotify.com/v1/tracks/4uoMUtCZqzBMpxocrI3EI7,https://api.spotify.com/v1/audio-analysis/4uoMUtCZqzBMpxocrI3EI7,183132,4
0.757,0.579,4,-9.174,0,0.0655,0.0877,0.0,0.104,0.537,160.07,audio_features,764OUqC5YJuYJ9wazz9LtP,spotify:track:764OUqC5YJuYJ9wazz9LtP,https://api.spotify.com/v1/tracks/764OUqC5YJuYJ9wazz9LtP,https://api.spotify.com/v1/audio-analysis/764OUqC5YJuYJ9wazz9LtP,141854,4
0.907,0.638,10,-5.571,1,0.112,0.0734,0.0,0.0833,0.482,130.0,audio_features,49z1xCmcez6eIC9SjWgml8,spotify:track:49z1xCmcez6eIC9SjWgml8,https://api.spotify.com/v1/tracks/49z1xCmcez6eIC9SjWgml8,https://api.spotify.com/v1/audio-analysis/49z1xCmcez6eIC9SjWgml8,177652,4
0.739,0.657,9,-9.906,1,0.254,0.0627,0.0,0.0906,0.289,141.961,audio_features,3XxSIeVlS2ItI3G4OThS0y,spotify:track:3XxSIeVlS2ItI3G4OThS0y,https://api.spotify.com/v1/tracks/3XxSIeVlS2ItI3G4OThS0y,https://api.spotify.com/v1/audio-analysis/3XxSIeVlS2ItI3G4OThS0y,300845,4
0.41,0.886,9,-4.413,0,0.155,0.0671,0.0,0.461,0.393,72.577,audio_features,2SasoXZyv82yYgHiVOvxQn,spotify:track:2SasoXZyv82yYgHiVOvxQn,https://api.spotify.com/v1/tracks/2SasoXZyv82yYgHiVOvxQn,https://api.spotify.com/v1/audio-analysis/2SasoXZyv82yYgHiVOvxQn,136351,4
0.773,0.574,8,-6.771,1,0.216,0.0451,0.0,0.425,0.246,140.114,audio_features,1a469D6DGv0W6BarQ253lA,spotify:track:1a469D6DGv0W6BarQ253lA,https://api.spotify.com/v1/tracks/1a469D6DGv0W6BarQ253lA,https://api.spotify.com/v1/audio-analysis/1a469D6DGv0W6BarQ253lA,279000,4
0.783,0.764,8,-5.146,1,0.289,0.268,1.13e-06,0.114,0.419,145.884,audio_features,6VJD8tzKgfQjxy8SwneeOX,spotify:track:6VJD8tzKgfQjxy8SwneeOX,https://api.spotify.com/v1/tracks/6VJD8tzKgfQjxy8SwneeOX,https://api.spotify.com/v1/audio-analysis/6VJD8tzKgfQjxy8SwneeOX,264000,4
0.732,0.472,11,-11.112,1,0.294,0.482,0.0,0.501,0.29,75.8,audio_features,4LcfJHYjmeWLcFpZ4GJ5zy,spotify:track:4LcfJHYjmeWLcFpZ4GJ5zy,https://api.spotify.com/v1/tracks/4LcfJHYjmeWLcFpZ4GJ5zy,https://api.spotify.com/v1/audio-analysis/4LcfJHYjmeWLcFpZ4GJ5zy,190145,4
0.761,0.524,2,-7.729,1,0.161,0.0558,0.0,0.361,0.356,154.037,audio_features,3hK58rLNIqICBVSEkOUCRv,spotify:track:3hK58rLNIqICBVSEkOUCRv,https://api.spotify.com/v1/tracks/3hK58rLNIqICBVSEkOUCRv,https://api.spotify.com/v1/audio-analysis/3hK58rLNIqICBVSEkOUCRv,276907,4
0.808,0.903,0,-3.106,1,0.0958,0.0121,0.000233,0.0993,0.473,116.988,audio_features,3r9FFjLrAIQjoR8pSHVPC9,spotify:track:3r9FFjLrAIQjoR8pSHVPC9,https://api.spotify.com/v1/tracks/3r9FFjLrAIQjoR8pSHVPC9,https://api.spotify.com/v1/audio-analysis/3r9FFjLrAIQjoR8pSHVPC9,196199,4
0.654,0.898,9,-3.966,0,0.0682,0.00949,0.0,0.314,0.473,119.972,audio_features,1Fbqr1IBdkyoxoP9E1cQYI,spotify:track:1Fbqr1IBdkyoxoP9E1cQYI,https://api.spotify.com/v1/tracks/1Fbqr1IBdkyoxoP9E1cQYI,https://api.spotify.com/v1/audio-analysis/1Fbqr1IBdkyoxoP9E1cQYI,155760,4
0.804,0.745,4,-5.805,0,0.0744,0.112,0.0,0.0924,0.512,95.024,audio_features,2iHr1co9ElgzHredwMNKOy,spotify:track:2iHr1co9ElgzHredwMNKOy,https://api.spotify.com/v1/tracks/2iHr1co9ElgzHredwMNKOy,https://api.spotify.com/v1/audio-analysis/2iHr1co9ElgzHredwMNKOy,188733,4
0.677,0.435,7,-11.024,0,0.033,0.0985,0.721,0.111,0.0729,95.991,audio_features,3F18I7LhWKxlf1PytSoTBH,spotify:track:3F18I7LhWKxlf1PytSoTBH,https://api.spotify.com/v1/tracks/3F18I7LhWKxlf1PytSoTBH,https://api.spotify.com/v1/audio-analysis/3F18I7LhWKxlf1PytSoTBH,262933,4
0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,audio_features,1kxeWHF9PrCVZHvVskv8lg,spotify:track:1kxeWHF9PrCVZHvVskv8lg,https://api.spotify.com/v1/tracks/1kxeWHF9PrCVZHvVskv8lg,https://api.spotify.com/v1/audio-analysis/1kxeWHF9PrCVZHvVskv8lg,270307,4
0.603,0.401,0,-10.155,0,0.0306,0.542,0.225,0.103,0.347,172.633,audio_features,5e5MKPtJuFb8NaeSEyV5gD,spotify:track:5e5MKPtJuFb8NaeSEyV5gD,https://api.spotify.com/v1/tracks/5e5MKPtJuFb8NaeSEyV5gD,https://api.spotify.com/v1/audio-analysis/5e5MKPtJuFb8NaeSEyV5gD,377600,4
0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133,audio_features,0m3Ze0cy8qBHSsV2exAfCw,spotify:track:0m3Ze0cy8qBHSsV2exAfCw,https://api.spotify.com/v1/tracks/0m3Ze0cy8qBHSsV2exAfCw,https://api.spotify.com/v1/audio-analysis/0m3Ze0cy8qBHSsV2exAfCw,238333,4
0.761,0.516,0,-10.229,1,0.044,0.171,3.21e-06,0.265,0.562,133.999,audio_features,2RRFTLIglxHgAYQzsSLI4Y,spotify:track:2RRFTLIglxHgAYQzsSLI4Y,https://api.spotify.com/v1/tracks/2RRFTLIglxHgAYQzsSLI4Y,https://api.spotify.com/v1/audio-analysis/2RRFTLIglxHgAYQzsSLI4Y,164333,4
0.655,0.676,5,-5.959,0,0.0378,0.484,0.0,0.212,0.827,141.989,audio_features,60ZppukPfY43NDU9meKJrz,spotify:track:60ZppukPfY43NDU9meKJrz,https://api.spotify.com/v1/tracks/60ZppukPfY43NDU9meKJrz,https://api.spotify.com/v1/audio-analysis/60ZppukPfY43NDU9meKJrz,164155,4
0.698,0.447,5,-8.04,0,0.102,0.157,0.00564,0.405,0.407,133.776,audio_features,02LAK7qT1wya0klSeNO96f,spotify:track:02LAK7qT1wya0klSeNO96f,https://api.spotify.com/v1/tracks/02LAK7qT1wya0klSeNO96f,https://api.spotify.com/v1/audio-analysis/02LAK7qT1wya0klSeNO96f,274360,4
0.644,0.487,6,-9.654,1,0.034,0.0287,0.0166,0.206,0.467,125.528,audio_features,6j8gTlbhj9KJSeypNcNAS9,spotify:track:6j8gTlbhj9KJSeypNcNAS9,https://api.spotify.com/v1/tracks/6j8gTlbhj9KJSeypNcNAS9,https://api.spotify.com/v1/audio-analysis/6j8gTlbhj9KJSeypNcNAS9,189907,4
0.625,0.536,0,-5.428,1,0.0776,0.038,2.31e-05,0.167,0.253,159.914,audio_features,3fpVWegR6YOS1Yk5HSMYIq,spotify:track:3fpVWegR6YOS1Yk5HSMYIq,https://api.spotify.com/v1/tracks/3fpVWegR6YOS1Yk5HSMYIq,https://api.spotify.com/v1/audio-analysis/3fpVWegR6YOS1Yk5HSMYIq,221787,4
0.676,0.432,7,-8.035,0,0.0339,0.0626,0.0,0.103,0.156,124.597,audio_features,5zuoz1NBnpoHK6g5sbEH8F,spotify:track:5zuoz1NBnpoHK6g5sbEH8F,https://api.spotify.com/v1/tracks/5zuoz1NBnpoHK6g5sbEH8F,https://api.spotify.com/v1/audio-analysis/5zuoz1NBnpoHK6g5sbEH8F,258120,4
0.341,0.281,10,-13.204,0,0.0501,0.95,0.0,0.948,0.306,74.997,audio_features,6giHsGo1eSYZSXKdNwTC62,spotify:track:6giHsGo1eSYZSXKdNwTC62,https://api.spotify.com/v1/tracks/6giHsGo1eSYZSXKdNwTC62,https://api.spotify.com/v1/audio-analysis/6giHsGo1eSYZSXKdNwTC62,361600,4
0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,audio_features,6bnF93Rx87YqUBLSgjiMU8,spotify:track:6bnF93Rx87YqUBLSgjiMU8,https://api.spotify.com/v1/tracks/6bnF93Rx87YqUBLSgjiMU8,https://api.spotify.com/v1/audio-analysis/6bnF93Rx87YqUBLSgjiMU8,198267,4
0.714,0.53,10,-8.464,0,0.0434,0.183,0.00121,0.11,0.184,118.051,audio_features,2RLhbaLBjEeXugaplwwXBa,spotify:track:2RLhbaLBjEeXugaplwwXBa,https://api.spotify.com/v1/tracks/2RLhbaLBjEeXugaplwwXBa,https://api.spotify.com/v1/audio-analysis/2RLhbaLBjEeXugaplwwXBa,183051,4
0.166,0.769,7,-21.081,1,0.0642,0.139,0.983,0.606,1e-05,116.759,audio_features,7MUOe1g4dEh7OYkisdviDO,spotify:track:7MUOe1g4dEh7OYkisdviDO,https://api.spotify.com/v1/tracks/7MUOe1g4dEh7OYkisdviDO,https://api.spotify.com/v1/audio-analysis/7MUOe1g4dEh7OYkisdviDO,163177,4
0.541,0.545,2,-9.595,1,0.0409,0.183,0.00383,0.0527,0.705,77.383,audio_features,6tBnLpw8NNAIgOthHyLgHv,spotify:track:6tBnLpw8NNAIgOthHyLgHv,https://api.spotify.com/v1/tracks/6tBnLpw8NNAIgOthHyLgHv,https://api.spotify.com/v1/audio-analysis/6tBnLpw8NNAIgOthHyLgHv,196867,4
0.601,0.819,10,-3.835,1,0.101,0.197,0.0,0.161,0.21,170.117,audio_features,1beqtQO0aIc1dWsXr97Iji,spotify:track:1beqtQO0aIc1dWsXr97Iji,https://api.spotify.com/v1/tracks/1beqtQO0aIc1dWsXr97Iji,https://api.spotify.com/v1/audio-analysis/1beqtQO0aIc1dWsXr97Iji,185000,4
0.597,0.953,2,-3.443,1,0.105,0.00138,1.33e-05,0.0813,0.515,140.14,audio_features,5BGTfgBLQAhfFXIGSFsFz5,spotify:track:5BGTfgBLQAhfFXIGSFsFz5,https://api.spotify.com/v1/tracks/5BGTfgBLQAhfFXIGSFsFz5,https://api.spotify.com/v1/audio-analysis/5BGTfgBLQAhfFXIGSFsFz5,209440,4
0.867,0.561,2,-5.564,1,0.116,0.0118,0.0,0.111,0.608,98.047,audio_features,75x8vIkFGgWrujJOQCIdKa,spotify:track:75x8vIkFGgWrujJOQCIdKa,https://api.spotify.com/v1/tracks/75x8vIkFGgWrujJOQCIdKa,https://api.spotify.com/v1/audio-analysis/75x8vIkFGgWrujJOQCIdKa,153061,4
0.621,0.538,10,-9.307,1,0.0401,0.0117,0.0189,0.583,0.311,85.977,audio_features,2Aq78kKI9yuloJQkcbhQbU,spotify:track:2Aq78kKI9yuloJQkcbhQbU,https://api.spotify.com/v1/tracks/2Aq78kKI9yuloJQkcbhQbU,https://api.spotify.com/v1/audio-analysis/2Aq78kKI9yuloJQkcbhQbU,367293,4
0.519,0.337,2,-15.215,1,0.0333,0.887,0.0113,0.13,0.523,87.926,audio_features,3VyJGPYr2DF9gdBNosSao4,spotify:track:3VyJGPYr2DF9gdBNosSao4,https://api.spotify.com/v1/tracks/3VyJGPYr2DF9gdBNosSao4,https://api.spotify.com/v1/audio-analysis/3VyJGPYr2DF9gdBNosSao4,196133,4
0.666,0.635,6,-8.919,0,0.0399,0.141,0.137,0.095,0.287,94.982,audio_features,26LjeIJNpcnnCAy0Y9jHP4,spotify:track:26LjeIJNpcnnCAy0Y9jHP4,https://api.spotify.com/v1/tracks/26LjeIJNpcnnCAy0Y9jHP4,https://api.spotify.com/v1/audio-analysis/26LjeIJNpcnnCAy0Y9jHP4,333500,4
0.513,0.805,9,-4.765,0,0.0535,0.000277,0.0,0.177,0.194,139.962,audio_features,6umkVCaAuOj1bEOXw0ZjAl,spotify:track:6umkVCaAuOj1bEOXw0ZjAl,https://api.spotify.com/v1/tracks/6umkVCaAuOj1bEOXw0ZjAl,https://api.spotify.com/v1/audio-analysis/6umkVCaAuOj1bEOXw0ZjAl,238747,4
0.12,0.0951,4,-18.684,0,0.0414,0.895,0.909,0.101,0.04,72.636,audio_features,5tYc8IHfPE8H9SGBt40zXL,spotify:track:5tYc8IHfPE8H9SGBt40zXL,https://api.spotify.com/v1/tracks/5tYc8IHfPE8H9SGBt40zXL,https://api.spotify.com/v1/audio-analysis/5tYc8IHfPE8H9SGBt40zXL,246027,3
0.362,0.534,0,-12.322,1,0.0424,0.756,0.263,0.268,0.304,118.26,audio_features,7Ky7dpariuoyfMbL7feH5C,spotify:track:7Ky7dpariuoyfMbL7feH5C,https://api.spotify.com/v1/tracks/7Ky7dpariuoyfMbL7feH5C,https://api.spotify.com/v1/audio-analysis/7Ky7dpariuoyfMbL7feH5C,124000,3
0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,audio_features,6Vc5wAMmXdKIAM7WUoEb7N,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/tracks/6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/audio-analysis/6Vc5wAMmXdKIAM7WUoEb7N,229400,3
0.758,0.187,2,-18.963,1,0.0437,0.927,0.1,0.122,0.78,115.75,audio_features,1rHMg7t3LICgfTl2OsDn46,spotify:track:1rHMg7t3LICgfTl2OsDn46,https://api.spotify.com/v1/tracks/1rHMg7t3LICgfTl2OsDn46,https://api.spotify.com/v1/audio-analysis/1rHMg7t3LICgfTl2OsDn46,102200,4
0.203,0.0895,2,-19.755,0,0.0404,0.971,0.0213,0.108,0.115,173.451,audio_features,2WMyu5IYgxEuCd6xgFgJrl,spotify:track:2WMyu5IYgxEuCd6xgFgJrl,https://api.spotify.com/v1/tracks/2WMyu5IYgxEuCd6xgFgJrl,https://api.spotify.com/v1/audio-analysis/2WMyu5IYgxEuCd6xgFgJrl,173533,1
0.609,0.333,2,-9.17,1,0.129,0.394,4.4e-06,0.106,0.402,77.285,audio_features,37Txc9xBifStt5Cntrglcs,spotify:track:37Txc9xBifStt5Cntrglcs,https://api.spotify.com/v1/tracks/37Txc9xBifStt5Cntrglcs,https://api.spotify.com/v1/audio-analysis/37Txc9xBifStt5Cntrglcs,225673,4
0.696,0.688,3,-5.002,1,0.0419,0.0451,0.0,0.363,0.266,122.026,audio_features,1ebzEASO01sMUoht95hwFz,spotify:track:1ebzEASO01sMUoht95hwFz,https://api.spotify.com/v1/tracks/1ebzEASO01sMUoht95hwFz,https://api.spotify.com/v1/audio-analysis/1ebzEASO01sMUoht95hwFz,208707,4
0.892,0.651,0,-8.645,0,0.378,0.0989,0.0,0.371,0.599,105.814,audio_features,1jo3TwNGCXfNdB5uba3ZVv,spotify:track:1jo3TwNGCXfNdB5uba3ZVv,https://api.spotify.com/v1/tracks/1jo3TwNGCXfNdB5uba3ZVv,https://api.spotify.com/v1/audio-analysis/1jo3TwNGCXfNdB5uba3ZVv,253580,4
0.638,0.774,11,-4.646,1,0.107,0.642,5.94e-06,0.304,0.514,142.026,audio_features,3BvLipMlvCIOKm9ps8MLH3,spotify:track:3BvLipMlvCIOKm9ps8MLH3,https://api.spotify.com/v1/tracks/3BvLipMlvCIOKm9ps8MLH3,https://api.spotify.com/v1/audio-analysis/3BvLipMlvCIOKm9ps8MLH3,178515,4
0.707,0.449,1,-7.889,1,0.058,0.0159,0.0,0.104,0.109,139.932,audio_features,717mh99cWNqJAwOEf2E8fO,spotify:track:717mh99cWNqJAwOEf2E8fO,https://api.spotify.com/v1/tracks/717mh99cWNqJAwOEf2E8fO,https://api.spotify.com/v1/audio-analysis/717mh99cWNqJAwOEf2E8fO,193714,4
0.522,0.728,3,-3.801,0,0.0323,0.00134,0.0,0.132,0.18,124.045,audio_features,3xby7fOyqmeON8jsnom0AT,spotify:track:3xby7fOyqmeON8jsnom0AT,https://api.spotify.com/v1/tracks/3xby7fOyqmeON8jsnom0AT,https://api.spotify.com/v1/audio-analysis/3xby7fOyqmeON8jsnom0AT,321560,4
0.694,0.516,10,-6.466,1,0.0382,0.000409,1.35e-06,0.0937,0.188,148.429,audio_features,4ev4o8sjluPoU0KYCqhaAK,spotify:track:4ev4o8sjluPoU0KYCqhaAK,https://api.spotify.com/v1/tracks/4ev4o8sjluPoU0KYCqhaAK,https://api.spotify.com/v1/audio-analysis/4ev4o8sjluPoU0KYCqhaAK,214041,4
0.938,0.573,1,-8.469,1,0.477,0.315,3.62e-06,0.422,0.865,126.985,audio_features,4JX0ti6yMV8YhVAppJoPON,spotify:track:4JX0ti6yMV8YhVAppJoPON,https://api.spotify.com/v1/tracks/4JX0ti6yMV8YhVAppJoPON,https://api.spotify.com/v1/audio-analysis/4JX0ti6yMV8YhVAppJoPON,221899,4
0.607,0.61,7,-6.155,1,0.126,0.0734,0.0,0.359,0.729,191.952,audio_features,5ifixZpz6rilPfj0kO4RQf,spotify:track:5ifixZpz6rilPfj0kO4RQf,https://api.spotify.com/v1/tracks/5ifixZpz6rilPfj0kO4RQf,https://api.spotify.com/v1/audio-analysis/5ifixZpz6rilPfj0kO4RQf,170653,4
0.725,0.711,5,-5.729,0,0.19,0.205,1.59e-05,0.101,0.59,140.054,audio_features,1UnFTdwfi1Z0sGAHYpgrVE,spotify:track:1UnFTdwfi1Z0sGAHYpgrVE,https://api.spotify.com/v1/tracks/1UnFTdwfi1Z0sGAHYpgrVE,https://api.spotify.com/v1/audio-analysis/1UnFTdwfi1Z0sGAHYpgrVE,322286,4
0.731,0.66,2,-7.733,1,0.395,0.581,0.0,0.0759,0.663,145.083,audio_features,5ozwH1ZAXKP3WrFHq44bzp,spotify:track:5ozwH1ZAXKP3WrFHq44bzp,https://api.spotify.com/v1/tracks/5ozwH1ZAXKP3WrFHq44bzp,https://api.spotify.com/v1/audio-analysis/5ozwH1ZAXKP3WrFHq44bzp,220280,4
0.864,0.632,1,-8.066,1,0.066,0.00832,0.000356,0.335,0.301,102.018,audio_features,356KMmsi4YQ10R3lEucLgm,spotify:track:356KMmsi4YQ10R3lEucLgm,https://api.spotify.com/v1/tracks/356KMmsi4YQ10R3lEucLgm,https://api.spotify.com/v1/audio-analysis/356KMmsi4YQ10R3lEucLgm,167059,4
0.554,0.535,4,-6.672,0,0.0743,0.0727,2.09e-06,0.289,0.0396,152.303,audio_features,5xaF3URSabp1MydLiqw4l3,spotify:track:5xaF3URSabp1MydLiqw4l3,https://api.spotify.com/v1/tracks/5xaF3URSabp1MydLiqw4l3,https://api.spotify.com/v1/audio-analysis/5xaF3URSabp1MydLiqw4l3,200932,4
0.835,0.505,1,-9.139,0,0.363,0.0322,0.0,0.105,0.356,135.0,audio_features,3lIbX2uAOYqxlxeCHFWuZn,spotify:track:3lIbX2uAOYqxlxeCHFWuZn,https://api.spotify.com/v1/tracks/3lIbX2uAOYqxlxeCHFWuZn,https://api.spotify.com/v1/audio-analysis/3lIbX2uAOYqxlxeCHFWuZn,170685,4
0.188,0.111,7,-18.53,1,0.0348,0.451,0.0107,0.0917,0.0412,137.185,audio_features,47nHNtpAvF3uDji1eE0qhu,spotify:track:47nHNtpAvF3uDji1eE0qhu,https://api.spotify.com/v1/tracks/47nHNtpAvF3uDji1eE0qhu,https://api.spotify.com/v1/audio-analysis/47nHNtpAvF3uDji1eE0qhu,140384,3
0.789,0.638,10,-5.157,0,0.276,0.55,0.0,0.476,0.473,143.961,audio_features,2qXkqjLXGDHV8ZTJjdhqNl,spotify:track:2qXkqjLXGDHV8ZTJjdhqNl,https://api.spotify.com/v1/tracks/2qXkqjLXGDHV8ZTJjdhqNl,https://api.spotify.com/v1/audio-analysis/2qXkqjLXGDHV8ZTJjdhqNl,416752,4
0.724,0.598,7,-6.522,1,0.0325,0.116,0.00725,0.0556,0.786,114.987,audio_features,4WSbbEjRQ7uE3IT9crL10B,spotify:track:4WSbbEjRQ7uE3IT9crL10B,https://api.spotify.com/v1/tracks/4WSbbEjRQ7uE3IT9crL10B,https://api.spotify.com/v1/audio-analysis/4WSbbEjRQ7uE3IT9crL10B,180693,4
0.61,0.339,10,-8.253,0,0.037,0.523,0.0,0.115,0.214,79.983,audio_features,2cDmRYFV7g8VGbb8DQBoeB,spotify:track:2cDmRYFV7g8VGbb8DQBoeB,https://api.spotify.com/v1/tracks/2cDmRYFV7g8VGbb8DQBoeB,https://api.spotify.com/v1/audio-analysis/2cDmRYFV7g8VGbb8DQBoeB,141000,4
0.782,0.718,9,-9.362,1,0.235,0.00404,0.0,0.223,0.761,131.414,audio_features,2LYlOHvm7oAsCQIXQMjUgU,spotify:track:2LYlOHvm7oAsCQIXQMjUgU,https://api.spotify.com/v1/tracks/2LYlOHvm7oAsCQIXQMjUgU,https://api.spotify.com/v1/audio-analysis/2LYlOHvm7oAsCQIXQMjUgU,263279,4
0.736,0.491,10,-6.892,0,0.439,0.0681,0.0,0.571,0.203,141.979,audio_features,05KOgYg8PGeJyyWBPi5ja8,spotify:track:05KOgYg8PGeJyyWBPi5ja8,https://api.spotify.com/v1/tracks/05KOgYg8PGeJyyWBPi5ja8,https://api.spotify.com/v1/audio-analysis/05KOgYg8PGeJyyWBPi5ja8,218674,4
0.676,0.585,3,-7.161,1,0.101,0.255,1.4e-06,0.118,0.253,139.939,audio_features,3aC9IY1oAAb0WeFeYebriD,spotify:track:3aC9IY1oAAb0WeFeYebriD,https://api.spotify.com/v1/tracks/3aC9IY1oAAb0WeFeYebriD,https://api.spotify.com/v1/audio-analysis/3aC9IY1oAAb0WeFeYebriD,184929,4
0.822,0.506,2,-6.136,1,0.183,0.0356,0.00117,0.103,0.206,156.075,audio_features,1WyBMYx2Ff3WwLjTuM8lH6,spotify:track:1WyBMYx2Ff3WwLjTuM8lH6,https://api.spotify.com/v1/tracks/1WyBMYx2Ff3WwLjTuM8lH6,https://api.spotify.com/v1/audio-analysis/1WyBMYx2Ff3WwLjTuM8lH6,168321,4
0.784,0.634,8,-7.321,1,0.386,0.0428,0.0,0.0831,0.332,79.927,audio_features,2ENth3nnXeeoo41Ze14eFG,spotify:track:2ENth3nnXeeoo41Ze14eFG,https://api.spotify.com/v1/tracks/2ENth3nnXeeoo41Ze14eFG,https://api.spotify.com/v1/audio-analysis/2ENth3nnXeeoo41Ze14eFG,168000,4
0.623,0.608,1,-5.937,0,0.0434,0.426,0.0,0.105,0.263,84.98,audio_features,6MjNilJCVKJq0LfFvo5jWJ,spotify:track:6MjNilJCVKJq0LfFvo5jWJ,https://api.spotify.com/v1/tracks/6MjNilJCVKJq0LfFvo5jWJ,https://api.spotify.com/v1/audio-analysis/6MjNilJCVKJq0LfFvo5jWJ,208518,4
0.615,0.848,2,-3.928,1,0.0273,0.00564,0.0,0.127,0.546,90.028,audio_features,0Cz3LgsBXYwe0vM42614Gn,spotify:track:0Cz3LgsBXYwe0vM42614Gn,https://api.spotify.com/v1/tracks/0Cz3LgsBXYwe0vM42614Gn,https://api.spotify.com/v1/audio-analysis/0Cz3LgsBXYwe0vM42614Gn,198480,4
0.587,0.531,2,-7.982,1,0.0408,0.0356,0.0,0.305,0.0974,130.009,audio_features,72wZxd3c8xxroXlUKMv3sr,spotify:track:72wZxd3c8xxroXlUKMv3sr,https://api.spotify.com/v1/tracks/72wZxd3c8xxroXlUKMv3sr,https://api.spotify.com/v1/audio-analysis/72wZxd3c8xxroXlUKMv3sr,141897,4
0.667,0.661,4,-7.555,1,0.0538,0.27,0.0,0.0944,0.428,156.002,audio_features,4t2Kkt9cdS46z5liIVzJlJ,spotify:track:4t2Kkt9cdS46z5liIVzJlJ,https://api.spotify.com/v1/tracks/4t2Kkt9cdS46z5liIVzJlJ,https://api.spotify.com/v1/audio-analysis/4t2Kkt9cdS46z5liIVzJlJ,216307,4
0.737,0.551,0,-5.099,0,0.148,0.132,0.0,0.0756,0.408,148.088,audio_features,4MD3xtAL4HERIvlialcShn,spotify:track:4MD3xtAL4HERIvlialcShn,https://api.spotify.com/v1/tracks/4MD3xtAL4HERIvlialcShn,https://api.spotify.com/v1/audio-analysis/4MD3xtAL4HERIvlialcShn,173802,4
0.564,0.776,9,-4.322,0,0.042,0.236,0.0,0.408,0.373,136.076,audio_features,5fTlpEvbOI5AXs4T2ppDoV,spotify:track:5fTlpEvbOI5AXs4T2ppDoV,https://api.spotify.com/v1/tracks/5fTlpEvbOI5AXs4T2ppDoV,https://api.spotify.com/v1/audio-analysis/5fTlpEvbOI5AXs4T2ppDoV,156003,4
0.72,0.332,7,-14.059,1,0.144,0.19,0.307,0.113,0.651,84.035,audio_features,4q9OiG2pXGdP7xmcRRNFMt,spotify:track:4q9OiG2pXGdP7xmcRRNFMt,https://api.spotify.com/v1/tracks/4q9OiG2pXGdP7xmcRRNFMt,https://api.spotify.com/v1/audio-analysis/4q9OiG2pXGdP7xmcRRNFMt,189661,4
0.551,0.552,1,-10.283,1,0.172,0.624,0.0,0.115,0.574,180.122,audio_features,0X0GwBMrG53Gmm3HyRIscj,spotify:track:0X0GwBMrG53Gmm3HyRIscj,https://api.spotify.com/v1/tracks/0X0GwBMrG53Gmm3HyRIscj,https://api.spotify.com/v1/audio-analysis/0X0GwBMrG53Gmm3HyRIscj,218216,4
0.204,0.0331,2,-24.044,0,0.0487,0.927,0.825,0.0954,0.0547,116.2,audio_features,1upQiytDIEZfl9ItruoXuC,spotify:track:1upQiytDIEZfl9ItruoXuC,https://api.spotify.com/v1/tracks/1upQiytDIEZfl9ItruoXuC,https://api.spotify.com/v1/audio-analysis/1upQiytDIEZfl9ItruoXuC,207267,3
0.748,0.528,1,-8.202,1,0.169,0.205,0.0,0.361,0.297,159.989,audio_features,2LRkr5PNc0LdkL14xutleS,spotify:track:2LRkr5PNc0LdkL14xutleS,https://api.spotify.com/v1/tracks/2LRkr5PNc0LdkL14xutleS,https://api.spotify.com/v1/audio-analysis/2LRkr5PNc0LdkL14xutleS,174000,4
0.779,0.596,1,-6.93,1,0.116,0.103,2.05e-06,0.0882,0.395,96.945,audio_features,5gWmZ7eZULHN15xgiwHdsW,spotify:track:5gWmZ7eZULHN15xgiwHdsW,https://api.spotify.com/v1/tracks/5gWmZ7eZULHN15xgiwHdsW,https://api.spotify.com/v1/audio-analysis/5gWmZ7eZULHN15xgiwHdsW,171470,4
0.567,0.795,9,-4.985,0,0.134,0.0938,0.0,0.114,0.635,170.06,audio_features,4bPQs0PHn4xbipzdPfn6du,spotify:track:4bPQs0PHn4xbipzdPfn6du,https://api.spotify.com/v1/tracks/4bPQs0PHn4xbipzdPfn6du,https://api.spotify.com/v1/audio-analysis/4bPQs0PHn4xbipzdPfn6du,187613,4
0.95,0.633,5,-6.218,0,0.331,0.275,0.0,0.101,0.509,134.066,audio_features,51e8pM3VhK9cWhqExoeKYo,spotify:track:51e8pM3VhK9cWhqExoeKYo,https://api.spotify.com/v1/tracks/51e8pM3VhK9cWhqExoeKYo,https://api.spotify.com/v1/audio-analysis/51e8pM3VhK9cWhqExoeKYo,214092,4
